27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,0,0,0,0,0,27,27,27,27,27,27,27
27,27,27,27,27,27,21,9,21,21,21,27,27,27,27,27,27,27
27,27,27,27,27,27,2,3,21,21,12,27,27,27,27,27,27,27
27,27,27,27,27,27,21,19,20,21,18,27,27,27,27,27,27,27
27,27,27,27,27,27,24,24,25,2,3,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
