27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,0,0,0,0,0,0,0,0,0,0,27,27,27,27
27,27,27,27,6,7,8,3,21,15,21,21,21,15,27,27,27,27
27,27,27,27,21,21,2,2,21,21,21,15,21,3,27,27,27,27
27,27,27,27,21,21,6,7,8,21,15,2,21,15,27,27,27,27
27,27,27,27,24,24,24,24,21,21,21,24,24,24,27,27,27,27
27,27,27,27,27,27,27,27,24,25,24,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
