27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,0,0,0,0,0,0,0,0,1,0,27,27,27,27
27,27,27,27,6,7,7,7,7,7,8,19,20,21,27,27,27,27
27,27,27,27,15,21,21,21,21,9,21,21,21,15,27,27,27,27
27,27,27,27,21,9,21,15,21,21,21,9,21,21,27,27,27,27
27,27,27,27,24,24,24,24,25,24,24,24,24,15,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
